2020-06-24 07:57:11,079 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-06-24 07:57:11,145 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-06-24 07:57:11,147 INFO  Logger.cs: 73 - Commit version 
2020-06-24 07:57:11,147 INFO  Logger.cs: 74 - Build version 1.5.7479.33669
2020-06-24 07:57:11,194 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-06-24 07:57:11,195 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-06-24 07:57:11,287 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-06-24 08:00:33,707 INFO  SwAddin.cs: 271 - Assembly export called for file spot_micro_urdf_v3
2020-06-24 08:00:33,718 INFO  SwAddin.cs: 276 - Save is required
2020-06-24 08:00:33,719 INFO  SwAddin.cs: 290 - Saving assembly
2020-06-24 08:00:36,665 INFO  SwAddin.cs: 293 - Opening property manager
2020-06-24 08:00:36,687 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from spot_micro_urdf_v3
2020-06-24 08:00:36,697 INFO  ExportHelperExtension.cs: 1142 - Found 75 in spot_micro_urdf_v3
2020-06-24 08:00:36,699 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in spot_micro_urdf_v3
2020-06-24 08:00:36,700 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-06-24 08:00:36,702 INFO  ExportHelperExtension.cs: 1167 - 13 components to check
2020-06-24 08:00:36,703 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from calf-2
2020-06-24 08:00:36,704 INFO  ExportHelperExtension.cs: 1142 - Found 36 in calf-2
2020-06-24 08:00:36,706 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in calf-2
2020-06-24 08:00:36,706 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_leg_thigh-1
2020-06-24 08:00:36,707 INFO  ExportHelperExtension.cs: 1142 - Found 36 in left_leg_thigh-1
2020-06-24 08:00:36,708 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_leg_thigh-1
2020-06-24 08:00:36,709 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_leg_shoulder-1
2020-06-24 08:00:36,709 INFO  ExportHelperExtension.cs: 1142 - Found 36 in right_leg_shoulder-1
2020-06-24 08:00:36,711 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_leg_shoulder-1
2020-06-24 08:00:36,711 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_leg_shoulder-2
2020-06-24 08:00:36,712 INFO  ExportHelperExtension.cs: 1142 - Found 36 in right_leg_shoulder-2
2020-06-24 08:00:36,713 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_leg_shoulder-2
2020-06-24 08:00:36,713 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from calf-4
2020-06-24 08:00:36,714 INFO  ExportHelperExtension.cs: 1142 - Found 36 in calf-4
2020-06-24 08:00:36,714 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in calf-4
2020-06-24 08:00:36,715 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_leg_thigh-1
2020-06-24 08:00:36,715 INFO  ExportHelperExtension.cs: 1142 - Found 36 in right_leg_thigh-1
2020-06-24 08:00:36,716 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_leg_thigh-1
2020-06-24 08:00:36,717 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_leg_shoulder-2
2020-06-24 08:00:36,717 INFO  ExportHelperExtension.cs: 1142 - Found 36 in left_leg_shoulder-2
2020-06-24 08:00:36,718 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_leg_shoulder-2
2020-06-24 08:00:36,719 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_leg_thigh-2
2020-06-24 08:00:36,719 INFO  ExportHelperExtension.cs: 1142 - Found 36 in left_leg_thigh-2
2020-06-24 08:00:36,720 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_leg_thigh-2
